dosef,energy,natom,mass,fmax,smax,hform,volume,gap_nosoc,gap
0.0,-18.6245482,8,888.184,0.008793115,8.28e-05,-0.514818525,799.0873208,1.812436907,1.661320162
0.0,-21.32973495,8,621.46,0.01056666,5.49e-05,-0.702966868,716.7634344,2.452723209,2.425105826
0.0,-35.09850613,8,847.104,0.002895735,3.47e-05,-0.327313267,617.2858043,1.335357536,1.15692268
0.0,-31.38302788,8,1129.10682,0.00627754,6.5e-05,0.056871515,788.2368001,1.140434803,1.080523765
0.0,-24.70142126,8,897.3848,0.006420841,5.83e-05,-0.730427657,969.2587772,2.718479263,1.743421053
0.0,-27.79093588,8,630.6608,0.007621594,3.71e-05,-0.966616985,882.1011782,3.169099798,2.18089138
0.0,-21.53051824,8,1179.38762,0.008686128,5.93e-05,-0.41431478,1078.230075,2.391103183,1.101798671
0.0,-20.22171671,8,618.87,0.009941839,0.000166536,-0.613214588,736.8747164,1.478046714,1.349929834
0.0,-21.08961672,8,709.06,0.009033599,8.25e-05,-0.75670209,835.1920197,2.133375093,2.01135007
0.0,-27.76474989,8,851.338636,0.00913107,9.31e-05,-1.197093736,924.7533991,2.083301475,1.862934343
0.0,-17.92643051,8,888.184,0.007686125,6.97e-05,-0.427553814,878.1774086,1.248999978,1.092200741
0.0,-20.72091022,8,621.46,0.003544657,8.07e-05,-0.626863777,802.1790972,1.68228291,1.682699971
0.0,-38.05648051,5,154.0000063,0.001147702,0.003166438,-1.369096103,154.3830337,1.178274382,1.166373656
0.0,-34.41838591,5,139.9196223,0.004240288,0.002000094,-2.541077182,183.0393303,1.022178758,1.019543154
0.0,-34.26097205,5,227.8194863,0.007087926,0.001660639,-2.496794409,220.1879299,1.121381239,1.117494684
0.0,-46.01701937,5,400.989,0.006669624,0.000403491,-2.307603874,182.5011502,1.008199028,0.937954018
0.0,-45.71158252,5,226.457,0.003915944,0.000269157,-2.287716503,184.9782674,0.968236453,0.950477054
0.0,-14.8870065,3,293.844,0.008098402,0.000185152,-1.337002166,185.763546,0.945659414,0.824357394
0.0,-13.86564375,3,340.84447,0.007134852,4.95e-05,-1.032214582,202.108288,0.946394267,0.808826352
0.0,-18.90021044,3,289.521,0.003897497,6.08e-05,-1.277736814,205.8214975,0.981996788,0.886304587
0.0,-19.32738823,3,302.521,0.006551058,3.67e-05,-0.479129409,186.1107484,1.266055953,1.136065875
0.0,-21.17817282,3,206.981,0.004730597,8.45e-05,-0.805057607,166.8669927,1.541144137,1.452932834
0.0,-20.12368162,3,255.61,0.003322416,4.25e-05,-0.546227208,178.5793692,1.015927476,0.992590183
0.0,-14.03776318,3,163.221,0.003865094,0.000279758,-1.32592106,180.3288568,0.86009496,0.82986888
0.0,-19.14348511,3,390.411,0.006598349,2.71e-05,-0.323495038,186.0718361,1.357271401,1.038068493
0.0,-21.2173964,3,294.871,0.009997643,9.5e-05,-0.7237988,166.9996668,1.695802341,1.401412838
0.0,-20.02557482,3,343.5,0.001543873,1.19e-05,-0.419191606,178.5038723,1.242759596,1.142474456
0.0,-15.31010158,3,206.578,0.006781184,5.91e-05,-1.512367194,192.1221004,0.950488227,0.911686042
0.0,-14.35181388,3,253.57847,0.0035557,9.33e-05,-1.228604626,208.7524893,0.932796744,0.876802917
0.0,-18.90866388,3,202.255,0.004943712,4.45e-05,-1.31488796,208.8403401,0.89291562,0.828945459
0.0,-10.08834529,3,237.971595,0.009369579,9.62e-05,-0.145115096,230.7138826,1.531263051,1.288944867
0.0,-11.66149706,3,320.9444,0.004057109,9.21e-05,-0.44149902,252.0200394,2.086154939,1.250364213
0.0,-12.15048857,3,276.4904,0.006091488,0.000131753,-0.537829523,245.9613661,2.284002568,1.496658524
0.0,-11.62660714,3,323.4014,0.009453388,7.57e-05,-0.561535713,256.2960411,2.260045116,1.290102363
0.0,-10.92882287,3,233.724,0.002811235,5.74e-05,-0.286607624,237.8322212,1.507748884,1.426792548
0.0,-10.88973418,3,236.181,0.001740375,4.44e-05,-0.405244727,242.415959,1.761473053,1.674343664
0.0,-9.937264033,3,329.264,0.003845349,3.54e-05,-0.247088011,266.8336277,1.465247391,1.318498698
0.0,-11.40690841,3,189.27,0.009320639,8.14e-05,-0.379302802,231.5462597,1.705613467,1.669372279
0.0,-9.915294747,3,327.63547,0.006386695,8.32e-05,-0.182764916,259.4166149,1.280515923,1.007634645
0.0,-10.36090142,3,284.81,0.008462837,7.7e-05,-0.321633806,261.8178493,1.67717665,1.393547383
0.0,-10.43466686,3,280.635,0.001800099,3.74e-05,-0.320222286,248.3075279,1.554963904,1.464688102
0.0,-9.472384649,3,376.26447,0.00806357,1.99e-05,-0.127794883,277.0448733,1.238415562,1.016038691
0.0,-10.59092867,3,186.885595,0.001324725,6.44e-05,-0.088309556,207.5422371,1.499778383,1.416560582
0.0,-11.07911137,3,142.431595,0.006727857,9.32e-05,-0.184370457,200.0210771,1.748505431,1.730944471
0.0,-10.13149341,3,233.796595,0.006962264,7.61e-05,-0.133497803,218.0464224,1.610029443,1.497109736
0.0,-10.57581943,3,189.342595,0.00696048,0.000123661,-0.21493981,211.2132319,1.780994509,1.716803125
0.0,-9.69718211,3,282.425595,0.005920213,2.56e-05,-0.081394037,236.2083753,1.342123804,1.064776452
0.0,-11.15546075,3,367.8554,0.004121608,1.2e-05,-0.471153585,262.479738,2.068341375,1.074469533
0.0,-18.17353606,4,209.38,0.006530221,6.7e-05,-0.246384016,280.050253,1.746152634,1.713780631
0.0,-16.81871595,4,303.202,0.003776811,7.22e-05,-0.205178986,290.5460883,1.155963675,1.12114219
0.0,-15.60067346,4,400.46,0.006451418,8.44e-05,-0.039668365,316.6735142,0.881126764,0.815331287
0.0,-21.30040843,4,123.895048,0.008135904,5.96e-05,0.039897892,261.9884775,0.903161944,0.902567659
0.0,-17.72963775,4,478.52,0.005795609,0.000120484,-0.513909439,307.878793,1.672692338,1.16237556
0.0,-19.17989975,4,120.29,0.009587849,0.000133899,-0.056474938,276.1891926,1.422500056,1.416529456
0.0,-17.50590553,4,214.112,0.002752371,6.07e-05,0.064523618,294.8526847,1.209584758,1.195080591
0.0,-17.92815155,4,301.54,0.002244882,9.23e-05,-0.415037888,300.6994552,1.494497302,1.414027531
0.0,-16.63419243,4,395.362,0.006214837,2.24e-05,-0.389048107,323.3351033,1.012245294,0.922535256
0.0,-18.48425744,4,299.68638,0.005263983,0.000173376,0.041935641,306.4451338,0.848685398,0.834717639
0.0,-19.08010714,6,353.068,0.009188751,5.21e-05,-0.15235119,575.0109374,1.52264363,1.520448428
0.0,-16.86516172,6,540.712,0.005692337,5.77e-05,-0.179860286,556.7892167,1.367826338,1.363700746
0.0,-15.0685573,6,735.228,0.009529737,5.04e-05,-0.065759549,641.9333948,1.125772316,1.06820189
0.0,-32.39829249,6,245.6268,0.003216305,5.76e-05,-0.265382082,454.1712938,0.839681233,0.82387627
0.0,-29.57312818,6,433.2708,0.0041867,1.96e-05,-0.19118803,515.1396463,1.03011423,1.01464995
0.0,-27.70183782,6,627.7868,0.007632392,6.02e-05,-0.064639637,612.0980678,0.962811681,0.920798001
0.0,-25.07165317,6,542.64,0.004635303,9.03e-05,-0.206942196,579.0271702,1.308239796,1.08287226
0.0,-25.71682137,6,341.08,0.007861265,6.77e-05,-0.294136895,500.0684332,1.145154309,1.119898805
0.0,-23.29397517,6,528.724,0.005560852,8.08e-05,-0.286995861,560.0218967,1.324055453,1.313170341
0.0,-21.99854709,6,723.24,0.007685931,4.08e-05,-0.256424516,654.6480427,1.276439447,1.211899557
0.0,-31.08923098,6,518.408,0.001944537,6.56e-05,-0.344871829,496.664528,1.886802155,1.802094509
0.0,-28.50028664,6,706.052,0.003062142,8.01e-05,-0.310047774,556.7557222,1.51858317,1.441398552
0.0,-27.18091476,6,900.568,0.003363078,3.25e-05,-0.275485794,648.9989708,1.384170036,1.309126196
0.0,-19.8299018,6,259.0,0.004729942,4.81e-05,-0.1916503,520.9614925,1.6938031,1.692685838
0.0,-17.27847305,6,446.644,0.009603937,6.03e-05,-0.163078842,563.8388651,1.387922779,1.381795807
0.0,-15.17452366,6,641.16,0.007829926,6.98e-05,0.002246057,684.8118571,0.97711149,0.9589062
0.0,-391.4365553,78,903.264,0.511947574,0.008623364,-0.364827632,1734.192656,1.506181849,1.405245149
0.0,-389.4570891,78,1081.08,0.516860626,0.006867522,-0.34970627,1857.183475,1.843915816,1.78576788
0.0,-32.73241994,12,1098.504,0.007148473,0.000174882,-0.750034995,1371.706699,1.660545704,1.643290045
0.0,-68.99623654,12,1400.636,0.008796478,0.000626137,-0.335686378,800.5305946,0.871347086,0.824703073
0.0,-104.8349014,12,872.82,0.008688997,0.000202625,-1.43424178,519.5262108,1.52200234,1.338459158
0.0,-86.37054612,12,1001.308,0.009491639,0.000390438,-0.592878843,673.5928923,1.418694808,1.275585143
0.0,-79.32459586,12,1376.596,0.008369327,0.000216826,-0.402382988,728.418202,1.238591355,1.110242971
0.0,-73.37535935,12,1765.628,0.008511364,0.000158545,-0.091946612,822.1454114,0.911899901,0.817879366
0.0,-19.58257031,3,116.1161,0.005880796,0.000428796,-0.672523438,144.3631415,0.914937597,0.877437331
0.0,-17.79271407,3,104.628,0.00275369,0.000220323,-1.009571356,118.5879075,1.457371149,1.456923077
0.0,-25.99659861,3,210.488,0.008526212,0.000300884,-2.747532869,146.3494598,2.012003933,1.927779251
0.0,-20.43920399,3,242.61,0.0001905,8.32e-05,-1.592401328,206.6728003,1.315695238,1.2211274
0.0,-19.7882388,3,242.61,0.006150575,0.000187648,-1.375412932,197.1910212,1.087664623,1.061025335
0.0,-17.99800995,3,336.432,0.000928741,1.93e-05,-1.17533665,214.9839974,0.893123888,0.812484621
0.0,-24.89246246,3,86.936044,0.00059092,0.000102128,-1.642487488,123.3785987,1.132287775,1.132189014
0.0,-27.38832889,3,127.948,0.006591195,0.000305858,-1.979442962,120.220345,0.916240018,0.91239669
0.0,-22.12103563,3,160.07,0.007056002,0.000240371,-0.921011875,159.1561829,1.647927914,1.58038944
0.0,-20.29098694,3,253.892,0.005365546,0.000142514,-0.707662314,175.0227238,1.432744747,1.321438186
0.0,-18.51342912,3,351.15,0.000207272,4.01e-05,-0.300476375,202.8150192,1.076725164,0.93183334
0.0,-19.62213035,3,90.6914,0.007326114,0.000195461,-0.709043449,118.0055686,1.281861072,1.281060179
0.0,-16.41791223,3,239.198,0.004350474,0.000187644,-0.80363741,171.5882619,1.349133661,1.346309206
0.0,-12.47689187,3,271.32,0.001450286,1.48e-05,-0.187297288,331.8928336,2.285583484,1.389531295
0.0,-11.35007714,3,365.142,0.001202173,3.47e-05,-0.208359045,359.0219523,1.897142696,1.026994586
0.0,-15.26687979,3,138.418,0.00060462,0.000198567,-0.399626597,140.5715946,1.377632335,1.378933551
0.0,-12.56298452,3,170.54,0.006527894,0.000184207,-0.195661508,191.2541679,1.220495028,1.170939986
0.0,-18.25042801,3,227.082,0.004143003,9.4e-05,-0.549476003,144.9038461,1.661750193,1.673977171
0.0,-15.69369928,3,259.204,0.004453935,0.000144587,-0.394566425,193.1503091,1.736565386,1.688257166
0.0,-14.55959943,3,353.026,0.005099684,0.00014945,-0.413199811,214.3241883,1.370624453,1.166654501
0.0,-22.18980189,3,76.953908,0.007483041,0.000313235,-2.427267296,153.0360645,1.463634276,1.463555918
0.0,-13.41690322,3,182.83,0.000784543,0.000112805,-0.401634407,212.4090857,1.588552065,1.587463778
0.0,-24.41796478,3,79.865,0.001782047,0.000355217,-2.493321594,124.5564918,1.208837164,1.195453671
0.0,-27.78390866,3,215.838,0.006504553,0.000291971,-2.016969554,121.5533149,1.377558493,1.340382481
0.0,-22.26193672,3,247.96,0.008247421,0.00026114,-0.873645573,159.5065969,1.815949151,1.533624078
0.0,-20.23388274,3,341.782,0.006704394,0.000151596,-0.594294245,175.139987,1.553099407,1.237876337
0.0,-25.89824614,3,123.222,9.11e-05,0.00014362,-2.749082048,147.6460213,1.71456467,1.689639527
0.0,-20.31544941,3,155.344,0.007847725,6.35e-05,-1.585483138,210.0897429,1.203371561,1.159195497
0.0,-19.7462427,3,155.344,0.009758321,6.19e-05,-1.395747568,200.3787609,0.980250621,0.964543645
0.0,-83.19851128,12,552.3722,0.008329248,0.000171545,-0.77937594,610.801699,1.066608556,1.013740672
0.0,-76.05775914,12,927.6602,0.009301987,0.00012857,-0.580979928,678.3796547,0.889866064,0.818653681
0.0,-83.51949323,12,728.1522,0.004762127,0.00022729,-0.758957769,613.2617694,1.039261131,0.941081131
0.0,-80.73827509,12,508.4183,0.007666353,0.000279055,-0.723772924,594.2319931,0.943972354,0.898966496
0.0,-80.90542872,12,596.3083,0.009704956,0.000139188,-0.71411906,595.6968096,0.928631353,0.863077566
0.0,-85.81118427,12,596.3261,0.007937032,0.000213975,-0.847682022,625.7877368,1.251332245,1.18435201
0.0,-78.58216776,12,971.6141,0.007999473,0.000116996,-0.641930647,691.6330182,1.037126163,0.951491315
0.0,-86.25587043,12,859.9961,0.009472406,0.000226301,-0.813989202,628.0996228,1.291686638,1.125774074
0.0,-78.410329,12,1235.2841,0.006026236,0.000107611,-0.55686075,693.3361407,1.067119415,0.882214462
0.0,-88.8043637,12,816.06,0.009084975,3.4e-05,-0.900530308,637.8663545,1.697309749,1.532056544
0.0,-81.07898679,12,1191.348,0.009995571,6.2e-05,-0.653415566,700.6691571,1.452457882,1.270035001
0.0,-73.49729142,12,1580.38,0.009223111,7.98e-05,-0.206940951,812.5435069,1.066814842,0.861548682
0.0,-88.65624075,12,728.17,0.008128568,5.94e-05,-0.911770063,637.437501,1.674192718,1.559256906
0.0,-81.13020814,12,1103.458,0.005513583,4.3e-05,-0.681267345,700.4017415,1.445748844,1.299595285
0.0,-73.78301507,12,1492.49,0.008670255,0.000147391,-0.254334589,812.5322468,1.072309823,0.899526692
0.0,-88.93736267,12,903.95,0.009517114,8.55e-05,-0.888030223,638.2103018,1.754033424,1.531814197
0.0,-81.0152478,12,1279.238,0.005046447,2.42e-05,-0.62452065,700.8211379,1.50274465,1.257622115
0.0,-73.20193209,12,1668.27,0.008082419,7.08e-05,-0.158744341,812.9030446,1.077251122,0.804370597
0.0,-76.12119649,12,709.194,0.008713257,0.000184811,-1.258766374,753.9656836,0.940395753,0.910202957
0.0,-76.01749475,12,534.662,0.008426884,0.000228392,-1.267291229,760.2337843,0.856732939,0.845435968
0.0,-74.72888023,12,578.571,0.007126851,0.000272847,-1.210740019,728.1721553,0.861787115,0.84909431
0.0,-74.67770305,12,491.305,0.009065398,0.000298148,-1.215058587,730.4124197,0.842956319,0.840181052
0.0,-77.62741244,12,839.817,0.008800113,0.000154667,-1.31628437,773.4036408,1.011549628,0.995506664
0.0,-77.50858,12,578.019,0.00997526,0.000184187,-1.332131667,782.0517145,0.999552315,0.996651866
0.0,-79.10675414,12,795.908,0.009445374,5.73e-05,-1.388729512,801.2818839,1.152923864,1.129092599
0.0,-72.08555818,12,1171.196,0.009548513,5.92e-05,-1.200296515,870.7360277,0.905213803,0.8412367
0.0,-79.06871345,12,708.642,0.008447753,8.26e-05,-1.394142787,804.0102144,1.142091188,1.137627274
0.0,-72.12648479,12,1083.93,0.008200705,4.61e-05,-1.212290399,873.5267956,0.870274029,0.818571601
0.0,-79.13903597,12,883.174,0.005797898,7.06e-05,-1.382836331,796.9136466,1.150404094,1.137562876
0.0,-72.04223963,12,1258.462,0.009652708,6.04e-05,-1.188103303,865.746724,0.905664909,0.834181344
0.0,-25.35148503,6,277.891077,0.00562903,3.97e-05,-1.091580839,367.1940305,2.264066757,2.262506594
0.0,-23.23885701,6,371.713077,0.005156931,0.000142316,-0.937809501,403.8699692,1.542721415,1.534616976
0.0,-26.76835544,6,188.983077,0.007093219,0.000181902,-1.261059241,355.5508271,2.334991228,2.334344797
0.0,-24.54856667,6,282.805077,0.001631946,8.91e-05,-1.089427779,391.6170007,1.42283134,1.416123
0.0,-31.3657449,6,339.770017,0.008380228,0.000277428,-1.780957483,278.3676332,2.259743675,2.219148964
0.0,-23.71370161,6,371.892017,0.008242659,0.000130859,-0.854283602,384.6866802,1.760176034,1.614703097
0.0,-21.74829715,6,465.714017,0.00622834,0.000101402,-0.725049525,421.9846407,1.514758389,1.492924982
0.0,-28.98300933,6,609.7668,0.005780328,0.000163226,-1.036168221,369.1644072,2.386865043,1.431080268
0.0,-24.00679944,6,641.8888,0.003570043,4.66e-05,-0.555466573,493.6737041,1.710321456,0.968905628
0.0,-30.0201512,6,520.8588,0.004403857,0.000137817,-1.142358533,363.0460304,2.676938962,1.733006056
0.0,-24.96931701,6,552.9808,0.003805189,4.34e-05,-0.649219501,487.1957821,1.730355737,0.943012546
0.0,-27.84172477,6,703.76774,0.007800475,3.2e-05,-0.881620794,380.4964234,1.967361181,1.074439687
0.0,-23.01878469,6,735.88974,0.008246506,0.000194185,-0.426464115,505.6637309,1.596795254,0.837295548
0.0,-29.10576624,6,333.082,0.002132814,0.000720419,-0.032961041,274.9353528,1.501512594,1.500192823
0.0,-30.45410288,6,244.174,0.009911901,0.000858984,-0.191017146,266.0553024,1.851524312,1.85135324
0.0,-40.82470975,6,295.7982,0.009404342,0.000539565,-1.431451624,276.951943,1.011170742,1.003486712
0.0,-42.27119568,6,206.8902,0.008694185,0.000533203,-1.605865946,268.7798948,1.190010907,1.189815701
0.0,-21.0514224,6,363.374,0.001614925,7.43e-05,-0.653237066,387.9435547,1.481205235,1.484856462
0.0,-22.19923357,6,274.466,0.003304264,7.24e-05,-0.777872262,376.8925195,1.417682322,1.417121466
0.0,-25.63476057,6,425.25294,0.007299291,0.000226124,-1.104126762,296.7201366,1.014101953,1.000941635
0.0,-19.70906337,6,457.37494,0.0038569,6.85e-05,-0.465177228,403.2629089,0.949441965,0.832655982
0.0,-18.20870729,6,551.19694,0.004843435,4.48e-05,-0.413451214,440.8969012,0.785249644,0.821836229
0.0,-45.0574882,6,544.802,0.002422829,0.000507571,-1.6949147,317.0879208,2.097502612,2.063982762
0.0,-46.42740879,6,455.894,0.006475269,0.000475452,-1.856568132,310.9662874,2.139785437,2.1014991
0.0,-43.42972603,6,638.80294,0.007518368,0.000571907,-1.459287672,329.0433873,1.741763328,1.584659285
0.0,-26.71484627,6,421.442,0.001405775,0.000124592,-1.295141046,323.0554921,2.324197716,2.290311643
0.0,-21.06908007,6,453.564,0.003515934,5.59e-05,-0.702846678,438.6419819,1.903845688,1.908160946
0.0,-19.60348147,6,547.386,0.003030802,8.5e-05,-0.656913578,476.3158345,1.234731631,1.230333428
0.0,-22.11453223,6,364.656,0.008520313,0.000181441,-0.810422038,428.5829824,1.798821706,1.797393913
0.0,-20.60529206,6,458.478,0.005739796,8.47e-05,-0.757215344,465.705814,1.076805938,1.066938566
0.0,-25.31672683,6,515.44294,0.003632406,0.000160867,-1.097787806,337.8754438,1.231966979,1.190904411
0.0,-19.88417335,6,547.56494,0.002392066,8.18e-06,-0.541028891,453.7920122,1.692136058,1.539355644
0.0,-18.48198493,6,641.38694,0.006317786,9.79e-05,-0.505664155,492.5112913,1.241001921,1.263988805
0.0,-31.99478339,6,313.839816,0.0037506,0.000124903,-1.891463899,410.9407379,2.16528112,2.130096575
0.0,-29.96500992,6,407.661816,0.002249196,0.000108319,-1.751501654,441.4550908,1.580818367,1.510187808
0.0,-33.36123842,6,224.931816,0.007371342,0.000238244,-2.052539737,401.9508311,2.116170158,2.109342912
0.0,-31.32309134,6,318.753816,0.001970427,9.57e-05,-1.911181891,432.6930245,1.450047675,1.408873089
0.0,-38.01420917,6,375.718756,0.008037761,7.7e-05,-2.581701529,317.8962412,1.878976946,1.811692712
0.0,-30.50798763,6,407.840756,0.010066955,0.000132928,-1.679331272,426.9220254,1.814074739,1.662454423
0.0,-28.50076761,6,501.662756,0.007956774,0.000117121,-1.543127936,457.1581023,1.563893479,1.39322623
0.0,-28.72820392,6,425.242,0.002791881,0.000627221,-0.12336732,320.8229619,1.359542744,1.365925805
0.0,-29.87242073,6,336.334,0.003685191,0.000598101,-0.247403454,313.4705323,1.406202112,1.405850967
0.0,-27.33347025,6,519.24294,0.007107239,0.000540668,0.073421625,333.7024682,1.142138354,1.068525414
0.0,-22.25856494,6,600.566,0.004701245,0.000106066,-0.640760824,346.7414882,1.02174307,1.012513163
0.0,-23.151407,6,511.658,0.006732958,7.14e-05,-0.722901166,340.4663397,1.041576131,1.029800134
0.0,-44.89852018,6,370.27,0.003880009,0.000510479,-1.702753364,318.2658551,1.820050532,1.816221845
0.0,-46.2438438,6,281.362,0.002717875,0.000512116,-1.860307299,312.3310015,1.851214143,1.849094399
0.0,-43.3099314,6,464.27094,0.008714711,0.000672802,-1.473655234,330.0627148,1.299563587,1.103932049
0.0,-26.7574081,4,85.961077,0.001736282,0.000278781,-2.258352025,145.4284657,1.316596456,1.315091028
0.0,-19.17513171,4,118.083077,0.003811721,9.62e-05,-0.885782928,219.5526429,2.08692118,2.085252661
0.0,-17.31050331,4,211.905077,0.002485529,5.23e-05,-0.717125828,246.1056452,2.012051484,1.997465295
0.0,-15.39019648,4,309.163077,0.005291935,0.000114272,-0.376049119,295.2612607,1.841449082,1.74798174
0.0,-21.8566424,4,171.444,0.011171313,0.000165596,-1.450660601,161.6009629,1.557323795,1.556398338
0.0,-16.61892362,4,203.566,0.002935554,4.94e-05,-0.664230905,226.3109845,2.323177803,2.320546163
0.0,-15.17697458,4,297.388,0.007253181,0.0001354,-0.601243644,251.1779666,1.786921115,1.764606828
0.0,-13.70251373,4,394.646,0.006314194,0.000107789,-0.371628432,295.6906783,1.437016226,1.296655621
0.0,-15.90492505,4,293.756,0.008984306,0.000183434,-0.555731262,267.7266485,1.678135378,1.675147054
0.0,-14.64186944,4,387.578,0.007573729,3.66e-05,-0.53746736,292.7915016,1.430701594,1.404067454
0.0,-13.33625291,4,484.836,0.008366061,8.63e-05,-0.350063227,340.2045009,1.36538541,1.232646978
0.0,-49.14864095,8,549.34,0.009952773,0.000107921,-1.208580119,389.4266439,1.172193803,1.156780056
0.0,-61.45678279,8,191.728,0.004154542,0.001021055,-2.166597849,230.7105989,2.461250689,2.460685523
0.0,-49.30367476,8,374.808,0.0084223,0.000141139,-1.253709346,395.612136,1.185214352,1.181862113
0.0,-29.39320811,6,423.6082,0.008484018,0.000230488,-0.705868019,482.927175,0.890953471,0.894463279
0.0,-28.31219559,6,676.596,0.008499557,6.51e-05,-1.160032599,416.9262943,0.882080444,0.851928682
0.0,-31.14811229,6,498.78,0.008763757,0.000144217,-1.499352049,376.4281431,0.872065162,0.842701933
0.0,-31.40089318,6,243.683,0.007868177,0.000163779,-1.202148864,384.2188652,1.426805614,1.426491394
0.0,-25.93219307,6,609.50088,0.009824152,4.38e-05,-0.495365512,517.305614,1.163553595,1.156667132
